tick,event,task
18594,ISR_EXIT,idle
18594,ISR_ENTER,idle
18595,ISR_EXIT,idle
18595,ISR_ENTER,idle
18596,ISR_EXIT,idle
18596,ISR_ENTER,idle
18597,ISR_EXIT,idle
18597,ISR_ENTER,idle
18598,ISR_EXIT,idle
18598,ISR_ENTER,idle
18599,ISR_EXIT,idle
18599,ISR_ENTER,idle
18600,THREAD_READY,task1
18600,THREAD_READY,task3
18600,SWITCH,task1
18600,ISR_EXIT,idle
18600,SEM_WAIT,task1
18600,SEM_BLOCK,task1
18600,SWITCH,task3
18600,SWITCH,idle
18600,ISR_ENTER,idle
18601,ISR_EXIT,idle
18601,ISR_ENTER,idle
18602,ISR_EXIT,idle
18602,ISR_ENTER,idle
18603,ISR_EXIT,idle
18603,ISR_ENTER,idle
18604,ISR_EXIT,idle
18604,ISR_ENTER,idle
18605,ISR_EXIT,idle
18605,ISR_ENTER,idle
18606,ISR_EXIT,idle
18606,ISR_ENTER,idle
18607,ISR_EXIT,idle
18607,ISR_ENTER,idle
18608,ISR_EXIT,idle
18608,ISR_ENTER,idle
18609,ISR_EXIT,idle
18609,ISR_ENTER,idle
18610,ISR_EXIT,idle
18610,ISR_ENTER,idle
18611,ISR_EXIT,idle
18611,ISR_ENTER,idle
18612,ISR_EXIT,idle
18612,ISR_ENTER,idle
18613,ISR_EXIT,idle
18613,ISR_ENTER,idle
18614,ISR_EXIT,idle
18614,ISR_ENTER,idle
18615,ISR_EXIT,idle
18615,ISR_ENTER,idle
18616,ISR_EXIT,idle
18616,ISR_ENTER,idle
18617,ISR_EXIT,idle
18617,ISR_ENTER,idle
18618,ISR_EXIT,idle
18618,ISR_ENTER,idle
18619,ISR_EXIT,idle
18619,ISR_ENTER,idle
18620,THREAD_READY,task2
18620,SWITCH,task2
18620,ISR_EXIT,idle
18620,SEM_WAIT,task2
18620,SEM_WAIT,task2
18620,SEM_SIGNAL,task2
18620,SEM_SIGNAL,task2
18620,SEM_WAKE,task1
18620,THREAD_READY,task1
18620,SWITCH,task1
18620,SEM_WAIT,task1
18620,SEM_SIGNAL,task1
18620,SEM_SIGNAL,task1
18620,SWITCH,task2
18620,SWITCH,idle
18620,ISR_ENTER,idle
18621,ISR_EXIT,idle
18621,ISR_ENTER,idle
18622,ISR_EXIT,idle
18622,ISR_ENTER,idle
18623,ISR_EXIT,idle
18623,ISR_ENTER,idle
18624,ISR_EXIT,idle
18624,ISR_ENTER,idle
18625,ISR_EXIT,idle
18625,ISR_ENTER,idle
18626,ISR_EXIT,idle
18626,ISR_ENTER,idle
18627,ISR_EXIT,idle
18627,ISR_ENTER,idle
18628,ISR_EXIT,idle
18628,ISR_ENTER,idle
18629,ISR_EXIT,idle
18629,ISR_ENTER,idle
18630,THREAD_READY,task1
18630,SWITCH,task1
18630,ISR_EXIT,idle
18630,SEM_WAIT,task1
18630,SEM_BLOCK,task1
18630,SWITCH,idle
18630,ISR_ENTER,idle
18631,ISR_EXIT,idle
18631,ISR_ENTER,idle
18632,ISR_EXIT,idle
18632,ISR_ENTER,idle
18633,ISR_EXIT,idle
18633,ISR_ENTER,idle
18634,ISR_EXIT,idle
18634,ISR_ENTER,idle
18635,ISR_EXIT,idle
18635,ISR_ENTER,idle
18636,ISR_EXIT,idle
18636,ISR_ENTER,idle
18637,ISR_EXIT,idle
18637,ISR_ENTER,idle
18638,ISR_EXIT,idle
18638,ISR_ENTER,idle
18639,ISR_EXIT,idle
18639,ISR_ENTER,idle
18640,ISR_EXIT,idle
18640,ISR_ENTER,idle
18641,ISR_EXIT,idle
18641,ISR_ENTER,idle
18642,ISR_EXIT,idle
18642,ISR_ENTER,idle
18643,ISR_EXIT,idle
18643,ISR_ENTER,idle
18644,ISR_EXIT,idle
18644,ISR_ENTER,idle
18645,ISR_EXIT,idle
18645,ISR_ENTER,idle
18646,ISR_EXIT,idle
18646,ISR_ENTER,idle
18647,ISR_EXIT,idle
18647,ISR_ENTER,idle
18648,ISR_EXIT,idle
18648,ISR_ENTER,idle
18649,ISR_EXIT,idle
18649,ISR_ENTER,idle
18650,THREAD_READY,task3
18650,SWITCH,task3
18650,ISR_EXIT,idle
18650,SWITCH,idle
18650,ISR_ENTER,idle
18651,ISR_EXIT,idle
18651,ISR_ENTER,idle
18652,ISR_EXIT,idle
18652,ISR_ENTER,idle
18653,ISR_EXIT,idle
18653,ISR_ENTER,idle
18654,ISR_EXIT,idle
18654,ISR_ENTER,idle
18655,THREAD_READY,task2
18655,SWITCH,task2
18655,ISR_EXIT,idle
18655,SEM_WAIT,task2
18655,SEM_WAIT,task2
18655,SEM_SIGNAL,task2
18655,SEM_SIGNAL,task2
18655,SEM_WAKE,task1
18655,THREAD_READY,task1
18655,SWITCH,task1
18655,SEM_WAIT,task1
18655,SEM_SIGNAL,task1
18655,SEM_SIGNAL,task1
18655,SWITCH,task2
18655,SWITCH,idle
18655,ISR_ENTER,idle
18656,ISR_EXIT,idle
18656,ISR_ENTER,idle
18657,ISR_EXIT,idle
18657,ISR_ENTER,idle
18658,ISR_EXIT,idle
18658,ISR_ENTER,idle
18659,ISR_EXIT,idle
18659,ISR_ENTER,idle
18660,THREAD_READY,task1
18660,SWITCH,task1
18660,ISR_EXIT,idle
18660,SEM_WAIT,task1
18660,SEM_BLOCK,task1
18660,SWITCH,idle
18660,ISR_ENTER,idle
18661,ISR_EXIT,idle
18661,ISR_ENTER,idle
18662,ISR_EXIT,idle
18662,ISR_ENTER,idle
18663,ISR_EXIT,idle
18663,ISR_ENTER,idle
18664,ISR_EXIT,idle
18664,ISR_ENTER,idle
18665,ISR_EXIT,idle
18665,ISR_ENTER,idle
18666,ISR_EXIT,idle
18666,ISR_ENTER,idle
18667,ISR_EXIT,idle
18667,ISR_ENTER,idle
18668,ISR_EXIT,idle
18668,ISR_ENTER,idle
18669,ISR_EXIT,idle
18669,ISR_ENTER,idle
18670,ISR_EXIT,idle
18670,ISR_ENTER,idle
18671,ISR_EXIT,idle
18671,ISR_ENTER,idle
18672,ISR_EXIT,idle
18672,ISR_ENTER,idle
18673,ISR_EXIT,idle
18673,ISR_ENTER,idle
18674,ISR_EXIT,idle
18674,ISR_ENTER,idle
18675,ISR_EXIT,idle
18675,ISR_ENTER,idle
18676,ISR_EXIT,idle
18676,ISR_ENTER,idle
18677,ISR_EXIT,idle
18677,ISR_ENTER,idle
18678,ISR_EXIT,idle
18678,ISR_ENTER,idle
18679,ISR_EXIT,idle
18679,ISR_ENTER,idle
18680,ISR_EXIT,idle
18680,ISR_ENTER,idle
18681,ISR_EXIT,idle
18681,ISR_ENTER,idle
18682,ISR_EXIT,idle
18682,ISR_ENTER,idle
18683,ISR_EXIT,idle
18683,ISR_ENTER,idle
18684,ISR_EXIT,idle
18684,ISR_ENTER,idle
18685,ISR_EXIT,idle
18685,ISR_ENTER,idle
18686,ISR_EXIT,idle
18686,ISR_ENTER,idle
18687,ISR_EXIT,idle
18687,ISR_ENTER,idle
18688,ISR_EXIT,idle
18688,ISR_ENTER,idle
18689,ISR_EXIT,idle
18689,ISR_ENTER,idle
18690,THREAD_READY,task1
18690,THREAD_READY,task2
18690,SWITCH,task2
18690,ISR_EXIT,idle
18690,SEM_WAIT,task2
18690,SEM_WAIT,task2
18690,SEM_SIGNAL,task2
18690,SEM_SIGNAL,task2
18690,SEM_WAKE,task1
18690,THREAD_READY,task1
18690,SWITCH,task1
18690,SEM_WAIT,task1
18690,SEM_SIGNAL,task1
18690,SEM_SIGNAL,task1
18690,SWITCH,task2
18690,SWITCH,idle
18690,ISR_ENTER,idle
18691,ISR_EXIT,idle
18691,ISR_ENTER,idle
18692,ISR_EXIT,idle
18692,ISR_ENTER,idle
18693,ISR_EXIT,idle
18693,ISR_ENTER,idle
18694,ISR_EXIT,idle
18694,ISR_ENTER,idle
18695,ISR_EXIT,idle
18695,ISR_ENTER,idle
18696,ISR_EXIT,idle
18696,ISR_ENTER,idle
18697,ISR_EXIT,idle
18697,ISR_ENTER,idle
18698,ISR_EXIT,idle
18698,ISR_ENTER,idle
18699,ISR_EXIT,idle
18699,ISR_ENTER,idle
18700,THREAD_READY,task3
18700,SWITCH,task3
18700,ISR_EXIT,idle
18700,SWITCH,idle
18700,ISR_ENTER,idle
18701,ISR_EXIT,idle
18701,ISR_ENTER,idle
18702,ISR_EXIT,idle
18702,ISR_ENTER,idle
18703,ISR_EXIT,idle
18703,ISR_ENTER,idle
18704,ISR_EXIT,idle
18704,ISR_ENTER,idle
18705,ISR_EXIT,idle
18705,ISR_ENTER,idle
18706,ISR_EXIT,idle
18706,ISR_ENTER,idle
18707,ISR_EXIT,idle
18707,ISR_ENTER,idle
18708,ISR_EXIT,idle
18708,ISR_ENTER,idle
18709,ISR_EXIT,idle
18709,ISR_ENTER,idle
18710,ISR_EXIT,idle
18710,ISR_ENTER,idle
18711,ISR_EXIT,idle
18711,ISR_ENTER,idle
18712,ISR_EXIT,idle
18712,ISR_ENTER,idle
18713,ISR_EXIT,idle
18713,ISR_ENTER,idle
18714,ISR_EXIT,idle
18714,ISR_ENTER,idle
18715,ISR_EXIT,idle
18715,ISR_ENTER,idle
18716,ISR_EXIT,idle
18716,ISR_ENTER,idle
18717,ISR_EXIT,idle
18717,ISR_ENTER,idle
18718,ISR_EXIT,idle
18718,ISR_ENTER,idle
18719,ISR_EXIT,idle
18719,ISR_ENTER,idle
18720,THREAD_READY,task1
18720,SWITCH,task1
18720,ISR_EXIT,idle
18720,SEM_WAIT,task1
18720,SEM_BLOCK,task1
18720,SWITCH,idle
18720,ISR_ENTER,idle
18721,ISR_EXIT,idle
18721,ISR_ENTER,idle
18722,ISR_EXIT,idle
18722,ISR_ENTER,idle
18723,ISR_EXIT,idle
18723,ISR_ENTER,idle
18724,ISR_EXIT,idle
18724,ISR_ENTER,idle
18725,THREAD_READY,task2
18725,SWITCH,task2
18725,ISR_EXIT,idle
18725,SEM_WAIT,task2
18725,SEM_WAIT,task2
18725,SEM_SIGNAL,task2
18725,SEM_SIGNAL,task2
18725,SEM_WAKE,task1
18725,THREAD_READY,task1
18725,SWITCH,task1
18725,SEM_WAIT,task1
18725,SEM_SIGNAL,task1
18725,SEM_SIGNAL,task1
18725,SWITCH,task2
18725,SWITCH,idle
18725,ISR_ENTER,idle
18726,ISR_EXIT,idle
18726,ISR_ENTER,idle
18727,ISR_EXIT,idle
18727,ISR_ENTER,idle
18728,ISR_EXIT,idle
18728,ISR_ENTER,idle
18729,ISR_EXIT,idle
18729,ISR_ENTER,idle
18730,ISR_EXIT,idle
18730,ISR_ENTER,idle
18731,ISR_EXIT,idle
18731,ISR_ENTER,idle
18732,ISR_EXIT,idle
18732,ISR_ENTER,idle
18733,ISR_EXIT,idle
18733,ISR_ENTER,idle
18734,ISR_EXIT,idle
18734,ISR_ENTER,idle
18735,ISR_EXIT,idle
18735,ISR_ENTER,idle
18736,ISR_EXIT,idle
18736,ISR_ENTER,idle
18737,ISR_EXIT,idle
18737,ISR_ENTER,idle
18738,ISR_EXIT,idle
18738,ISR_ENTER,idle
18739,ISR_EXIT,idle
18739,ISR_ENTER,idle
18740,ISR_EXIT,idle
18740,ISR_ENTER,idle
18741,ISR_EXIT,idle
18741,ISR_ENTER,idle
18742,ISR_EXIT,idle
18742,ISR_ENTER,idle
18743,ISR_EXIT,idle
18743,ISR_ENTER,idle
18744,ISR_EXIT,idle
18744,ISR_ENTER,idle
18745,ISR_EXIT,idle
18745,ISR_ENTER,idle
18746,ISR_EXIT,idle
18746,ISR_ENTER,idle
18747,ISR_EXIT,idle
18747,ISR_ENTER,idle
18748,ISR_EXIT,idle
18748,ISR_ENTER,idle
18749,ISR_EXIT,idle
18749,ISR_ENTER,idle
18750,THREAD_READY,task1
18750,THREAD_READY,task3
18750,SWITCH,task1
18750,ISR_EXIT,idle
18750,SEM_WAIT,task1
18750,SEM_BLOCK,task1
18750,SWITCH,task3
18750,SWITCH,idle
18750,ISR_ENTER,idle
18751,ISR_EXIT,idle
18751,ISR_ENTER,idle
18752,ISR_EXIT,idle
18752,ISR_ENTER,idle
18753,ISR_EXIT,idle
18753,ISR_ENTER,idle
18754,ISR_EXIT,idle
18754,ISR_ENTER,idle
18755,ISR_EXIT,idle
18755,ISR_ENTER,idle
18756,ISR_EXIT,idle
18756,ISR_ENTER,idle
18757,ISR_EXIT,idle
18757,ISR_ENTER,idle
18758,ISR_EXIT,idle
18758,ISR_ENTER,idle
18759,ISR_EXIT,idle
18759,ISR_ENTER,idle
18760,THREAD_READY,task2
18760,SWITCH,task2
18760,ISR_EXIT,idle
18760,SEM_WAIT,task2
18760,SEM_WAIT,task2
18760,SEM_SIGNAL,task2
18760,SEM_SIGNAL,task2
18760,SEM_WAKE,task1
18760,THREAD_READY,task1
18760,SWITCH,task1
18760,SEM_WAIT,task1
18760,SEM_SIGNAL,task1
18760,SEM_SIGNAL,task1
18760,SWITCH,task2
18760,SWITCH,idle
18760,ISR_ENTER,idle
18761,ISR_EXIT,idle
18761,ISR_ENTER,idle
18762,ISR_EXIT,idle
18762,ISR_ENTER,idle
18763,ISR_EXIT,idle
18763,ISR_ENTER,idle
18764,ISR_EXIT,idle
18764,ISR_ENTER,idle
18765,ISR_EXIT,idle
18765,ISR_ENTER,idle
18766,ISR_EXIT,idle
18766,ISR_ENTER,idle
18767,ISR_EXIT,idle
18767,ISR_ENTER,idle
18768,ISR_EXIT,idle
18768,ISR_ENTER,idle
18769,ISR_EXIT,idle
18769,ISR_ENTER,idle
18770,ISR_EXIT,idle
18770,ISR_ENTER,idle
18771,ISR_EXIT,idle
18771,ISR_ENTER,idle
18772,ISR_EXIT,idle
18772,ISR_ENTER,idle
18773,ISR_EXIT,idle
18773,ISR_ENTER,idle
18774,ISR_EXIT,idle
18774,ISR_ENTER,idle
18775,ISR_EXIT,idle
18775,ISR_ENTER,idle
18776,ISR_EXIT,idle
18776,ISR_ENTER,idle
18777,ISR_EXIT,idle
18777,ISR_ENTER,idle
18778,ISR_EXIT,idle
18778,ISR_ENTER,idle
18779,ISR_EXIT,idle
18779,ISR_ENTER,idle
18780,THREAD_READY,task1
18780,SWITCH,task1
18780,ISR_EXIT,idle
18780,SEM_WAIT,task1
18780,SEM_BLOCK,task1
18780,SWITCH,idle
18780,ISR_ENTER,idle
18781,ISR_EXIT,idle
18781,ISR_ENTER,idle
18782,ISR_EXIT,idle
18782,ISR_ENTER,idle
18783,ISR_EXIT,idle
18783,ISR_ENTER,idle
18784,ISR_EXIT,idle
18784,ISR_ENTER,idle
18785,ISR_EXIT,idle
18785,ISR_ENTER,idle
18786,ISR_EXIT,idle
18786,ISR_ENTER,idle
18787,ISR_EXIT,idle
18787,ISR_ENTER,idle
18788,ISR_EXIT,idle
18788,ISR_ENTER,idle
18789,ISR_EXIT,idle
18789,ISR_ENTER,idle
18790,ISR_EXIT,idle
18790,ISR_ENTER,idle
18791,ISR_EXIT,idle
18791,ISR_ENTER,idle
18792,ISR_EXIT,idle
18792,ISR_ENTER,idle
18793,ISR_EXIT,idle
18793,ISR_ENTER,idle
18794,ISR_EXIT,idle
18794,ISR_ENTER,idle
18795,THREAD_READY,task2
18795,SWITCH,task2
18795,ISR_EXIT,idle
18795,SEM_WAIT,task2
18795,SEM_WAIT,task2
18795,SEM_SIGNAL,task2
18795,SEM_SIGNAL,task2
18795,SEM_WAKE,task1
18795,THREAD_READY,task1
18795,SWITCH,task1
18795,SEM_WAIT,task1
18795,SEM_SIGNAL,task1
18795,SEM_SIGNAL,task1
18795,SWITCH,task2
18795,SWITCH,idle
18795,ISR_ENTER,idle
18796,ISR_EXIT,idle
18796,ISR_ENTER,idle
18797,ISR_EXIT,idle
18797,ISR_ENTER,idle
18798,ISR_EXIT,idle
18798,ISR_ENTER,idle
18799,ISR_EXIT,idle
18799,ISR_ENTER,idle
18800,THREAD_READY,task3
18800,SWITCH,task3
18800,ISR_EXIT,idle
18800,SWITCH,idle
18800,ISR_ENTER,idle
18801,ISR_EXIT,idle
18801,ISR_ENTER,idle
18802,ISR_EXIT,idle
18802,ISR_ENTER,idle
18803,ISR_EXIT,idle
18803,ISR_ENTER,idle
18804,ISR_EXIT,idle
18804,ISR_ENTER,idle
18805,ISR_EXIT,idle
18805,ISR_ENTER,idle
18806,ISR_EXIT,idle
18806,ISR_ENTER,idle
18807,ISR_EXIT,idle
18807,ISR_ENTER,idle
18808,ISR_EXIT,idle
18808,ISR_ENTER,idle
18809,ISR_EXIT,idle
18809,ISR_ENTER,idle
18810,THREAD_READY,task1
18810,SWITCH,task1
18810,ISR_EXIT,idle
18810,SEM_WAIT,task1
18810,SEM_BLOCK,task1
18810,SWITCH,idle
18810,ISR_ENTER,idle
18811,ISR_EXIT,idle
18811,ISR_ENTER,idle
18812,ISR_EXIT,idle
18812,ISR_ENTER,idle
18813,ISR_EXIT,idle
18813,ISR_ENTER,idle
18814,ISR_EXIT,idle
18814,ISR_ENTER,idle
18815,ISR_EXIT,idle
18815,ISR_ENTER,idle
18816,ISR_EXIT,idle
18816,ISR_ENTER,idle
18817,ISR_EXIT,idle
18817,ISR_ENTER,idle
18818,ISR_EXIT,idle
18818,ISR_ENTER,idle
18819,ISR_EXIT,idle
18819,ISR_ENTER,idle
18820,ISR_EXIT,idle
18820,ISR_ENTER,idle
18821,ISR_EXIT,idle
18821,ISR_ENTER,idle
18822,ISR_EXIT,idle
18822,ISR_ENTER,idle
18823,ISR_EXIT,idle
18823,ISR_ENTER,idle
18824,ISR_EXIT,idle
18824,ISR_ENTER,idle
18825,ISR_EXIT,idle
18825,ISR_ENTER,idle
18826,ISR_EXIT,idle
18826,ISR_ENTER,idle
18827,ISR_EXIT,idle
18827,ISR_ENTER,idle
18828,ISR_EXIT,idle
18828,ISR_ENTER,idle
18829,ISR_EXIT,idle
18829,ISR_ENTER,idle
18830,THREAD_READY,task2
18830,SWITCH,task2
18830,ISR_EXIT,idle
18830,SEM_WAIT,task2
18830,SEM_WAIT,task2
18830,SEM_SIGNAL,task2
18830,SEM_SIGNAL,task2
18830,SEM_WAKE,task1
18830,THREAD_READY,task1
18830,SWITCH,task1
18830,SEM_WAIT,task1
18830,SEM_SIGNAL,task1
18830,SEM_SIGNAL,task1
18830,SWITCH,task2
18830,SWITCH,idle
18830,ISR_ENTER,idle
18831,ISR_EXIT,idle
18831,ISR_ENTER,idle
18832,ISR_EXIT,idle
18832,ISR_ENTER,idle
18833,ISR_EXIT,idle
18833,ISR_ENTER,idle
18834,ISR_EXIT,idle
18834,ISR_ENTER,idle
18835,ISR_EXIT,idle
18835,ISR_ENTER,idle
18836,ISR_EXIT,idle
18836,ISR_ENTER,idle
18837,ISR_EXIT,idle
18837,ISR_ENTER,idle
18838,ISR_EXIT,idle
18838,ISR_ENTER,idle
18839,ISR_EXIT,idle
18839,ISR_ENTER,idle
18840,THREAD_READY,task1
18840,SWITCH,task1
18840,ISR_EXIT,idle
18840,SEM_WAIT,task1
18840,SEM_BLOCK,task1
18840,SWITCH,idle
18840,ISR_ENTER,idle
18841,ISR_EXIT,idle
18841,ISR_ENTER,idle
18842,ISR_EXIT,idle
18842,ISR_ENTER,idle
18843,ISR_EXIT,idle
18843,ISR_ENTER,idle
18844,ISR_EXIT,idle
18844,ISR_ENTER,idle
18845,ISR_EXIT,idle
18845,ISR_ENTER,idle
18846,ISR_EXIT,idle
18846,ISR_ENTER,idle
18847,ISR_EXIT,idle
18847,ISR_ENTER,idle
18848,ISR_EXIT,idle
18848,ISR_ENTER,idle
18849,ISR_EXIT,idle
18849,ISR_ENTER,idle
18850,THREAD_READY,task3
18850,SWITCH,task3
18850,ISR_EXIT,idle
18850,SWITCH,idle
18850,ISR_ENTER,idle
18851,ISR_EXIT,idle
18851,ISR_ENTER,idle
18852,ISR_EXIT,idle
18852,ISR_ENTER,idle
18853,ISR_EXIT,idle
18853,ISR_ENTER,idle
18854,ISR_EXIT,idle
18854,ISR_ENTER,idle
18855,ISR_EXIT,idle
18855,ISR_ENTER,idle
18856,ISR_EXIT,idle
18856,ISR_ENTER,idle
18857,ISR_EXIT,idle
18857,ISR_ENTER,idle
18858,ISR_EXIT,idle
18858,ISR_ENTER,idle
18859,ISR_EXIT,idle
18859,ISR_ENTER,idle
18860,ISR_EXIT,idle
18860,ISR_ENTER,idle
18861,ISR_EXIT,idle
18861,ISR_ENTER,idle
18862,ISR_EXIT,idle
18862,ISR_ENTER,idle
18863,ISR_EXIT,idle
18863,ISR_ENTER,idle
18864,ISR_EXIT,idle
18864,ISR_ENTER,idle
18865,THREAD_READY,task2
18865,SWITCH,task2
18865,ISR_EXIT,idle
18865,SEM_WAIT,task2
18865,SEM_WAIT,task2
18865,SEM_SIGNAL,task2
18865,SEM_SIGNAL,task2
18865,SEM_WAKE,task1
18865,THREAD_READY,task1
18865,SWITCH,task1
18865,SEM_WAIT,task1
18865,SEM_SIGNAL,task1
18865,SEM_SIGNAL,task1
18865,SWITCH,task2
18865,SWITCH,idle
18865,ISR_ENTER,idle
18866,ISR_EXIT,idle
18866,ISR_ENTER,idle
18867,ISR_EXIT,idle
18867,ISR_ENTER,idle
18868,ISR_EXIT,idle
18868,ISR_ENTER,idle
18869,ISR_EXIT,idle
18869,ISR_ENTER,idle
18870,THREAD_READY,task1
18870,SWITCH,task1
18870,ISR_EXIT,idle
18870,SEM_WAIT,task1
18870,SEM_BLOCK,task1
18870,SWITCH,idle
18870,ISR_ENTER,idle
18871,ISR_EXIT,idle
18871,ISR_ENTER,idle
18872,ISR_EXIT,idle
18872,ISR_ENTER,idle
18873,ISR_EXIT,idle
18873,ISR_ENTER,idle
18874,ISR_EXIT,idle
18874,ISR_ENTER,idle
18875,ISR_EXIT,idle
18875,ISR_ENTER,idle
18876,ISR_EXIT,idle
18876,ISR_ENTER,idle
18877,ISR_EXIT,idle
18877,ISR_ENTER,idle
18878,ISR_EXIT,idle
18878,ISR_ENTER,idle
18879,ISR_EXIT,idle
18879,ISR_ENTER,idle
18880,ISR_EXIT,idle
18880,ISR_ENTER,idle
18881,ISR_EXIT,idle
18881,ISR_ENTER,idle
18882,ISR_EXIT,idle
18882,ISR_ENTER,idle
18883,ISR_EXIT,idle
18883,ISR_ENTER,idle
18884,ISR_EXIT,idle
18884,ISR_ENTER,idle
18885,ISR_EXIT,idle
18885,ISR_ENTER,idle
18886,ISR_EXIT,idle
18886,ISR_ENTER,idle
18887,ISR_EXIT,idle
18887,ISR_ENTER,idle
18888,ISR_EXIT,idle
18888,ISR_ENTER,idle
18889,ISR_EXIT,idle
18889,ISR_ENTER,idle
18890,ISR_EXIT,idle
18890,ISR_ENTER,idle
18891,ISR_EXIT,idle
18891,ISR_ENTER,idle
18892,ISR_EXIT,idle
18892,ISR_ENTER,idle
18893,ISR_EXIT,idle
18893,ISR_ENTER,idle
18894,ISR_EXIT,idle
18894,ISR_ENTER,idle
18895,ISR_EXIT,idle
18895,ISR_ENTER,idle
18896,ISR_EXIT,idle
18896,ISR_ENTER,idle
18897,ISR_EXIT,idle
18897,ISR_ENTER,idle
18898,ISR_EXIT,idle
18898,ISR_ENTER,idle
18899,ISR_EXIT,idle
18899,ISR_ENTER,idle
18900,THREAD_READY,task1
18900,THREAD_READY,task2
18900,THREAD_READY,task3
18900,SWITCH,task2
18900,ISR_EXIT,idle
18900,SEM_WAIT,task2
18900,SEM_WAIT,task2
18900,SEM_SIGNAL,task2
18900,SEM_SIGNAL,task2
18900,SEM_WAKE,task1
18900,THREAD_READY,task1
18900,SWITCH,task1
18900,SEM_WAIT,task1
18900,SEM_SIGNAL,task1
18900,SEM_SIGNAL,task1
18900,SWITCH,task2
18900,SWITCH,task3
18900,SWITCH,idle
18900,ISR_ENTER,idle
18901,ISR_EXIT,idle
18901,ISR_ENTER,idle
18902,ISR_EXIT,idle
18902,ISR_ENTER,idle
18903,ISR_EXIT,idle
18903,ISR_ENTER,idle
18904,ISR_EXIT,idle
18904,ISR_ENTER,idle
18905,ISR_EXIT,idle
18905,ISR_ENTER,idle
18906,ISR_EXIT,idle
18906,ISR_ENTER,idle
18907,ISR_EXIT,idle
18907,ISR_ENTER,idle
18908,ISR_EXIT,idle
18908,ISR_ENTER,idle
18909,ISR_EXIT,idle
18909,ISR_ENTER,idle
18910,ISR_EXIT,idle
18910,ISR_ENTER,idle
18911,ISR_EXIT,idle
18911,ISR_ENTER,idle
18912,ISR_EXIT,idle
18912,ISR_ENTER,idle
18913,ISR_EXIT,idle
18913,ISR_ENTER,idle
18914,ISR_EXIT,idle
18914,ISR_ENTER,idle
18915,ISR_EXIT,idle
18915,ISR_ENTER,idle
18916,ISR_EXIT,idle
18916,ISR_ENTER,idle
18917,ISR_EXIT,idle
18917,ISR_ENTER,idle
18918,ISR_EXIT,idle
18918,ISR_ENTER,idle
18919,ISR_EXIT,idle
18919,ISR_ENTER,idle
18920,ISR_EXIT,idle
18920,ISR_ENTER,idle
18921,ISR_EXIT,idle
18921,ISR_ENTER,idle
18922,ISR_EXIT,idle
18922,ISR_ENTER,idle
18923,ISR_EXIT,idle
18923,ISR_ENTER,idle
18924,ISR_EXIT,idle
18924,ISR_ENTER,idle
18925,ISR_EXIT,idle
18925,ISR_ENTER,idle
18926,ISR_EXIT,idle
18926,ISR_ENTER,idle
18927,ISR_EXIT,idle
18927,ISR_ENTER,idle
18928,ISR_EXIT,idle
18928,ISR_ENTER,idle
18929,ISR_EXIT,idle
18929,ISR_ENTER,idle
18930,THREAD_READY,task1
18930,SWITCH,task1
18930,ISR_EXIT,idle
18930,SEM_WAIT,task1
18930,SEM_BLOCK,task1
18930,SWITCH,idle
18930,ISR_ENTER,idle
18931,ISR_EXIT,idle
18931,ISR_ENTER,idle
18932,ISR_EXIT,idle
18932,ISR_ENTER,idle
18933,ISR_EXIT,idle
18933,ISR_ENTER,idle
18934,ISR_EXIT,idle
18934,ISR_ENTER,idle
18935,THREAD_READY,task2
18935,SWITCH,task2
18935,ISR_EXIT,idle
18935,SEM_WAIT,task2
18935,SEM_WAIT,task2
18935,SEM_SIGNAL,task2
18935,SEM_SIGNAL,task2
18935,SEM_WAKE,task1
18935,THREAD_READY,task1
18935,SWITCH,task1
18935,SEM_WAIT,task1
18935,SEM_SIGNAL,task1
18935,SEM_SIGNAL,task1
18935,SWITCH,task2
18935,SWITCH,idle
18935,ISR_ENTER,idle
18936,ISR_EXIT,idle
18936,ISR_ENTER,idle
18937,ISR_EXIT,idle
18937,ISR_ENTER,idle
18938,ISR_EXIT,idle
18938,ISR_ENTER,idle
18939,ISR_EXIT,idle
18939,ISR_ENTER,idle
18940,ISR_EXIT,idle
18940,ISR_ENTER,idle
18941,ISR_EXIT,idle
18941,ISR_ENTER,idle
18942,ISR_EXIT,idle
18942,ISR_ENTER,idle
18943,ISR_EXIT,idle
18943,ISR_ENTER,idle
18944,ISR_EXIT,idle
18944,ISR_ENTER,idle
18945,ISR_EXIT,idle
18945,ISR_ENTER,idle
18946,ISR_EXIT,idle
18946,ISR_ENTER,idle
18947,ISR_EXIT,idle
18947,ISR_ENTER,idle
18948,ISR_EXIT,idle
18948,ISR_ENTER,idle
18949,ISR_EXIT,idle
18949,ISR_ENTER,idle
18950,THREAD_READY,task3
18950,SWITCH,task3
18950,ISR_EXIT,idle
18950,SWITCH,idle
18950,ISR_ENTER,idle
18951,ISR_EXIT,idle
18951,ISR_ENTER,idle
18952,ISR_EXIT,idle
18952,ISR_ENTER,idle
18953,ISR_EXIT,idle
18953,ISR_ENTER,idle
18954,ISR_EXIT,idle
18954,ISR_ENTER,idle
18955,ISR_EXIT,idle
18955,ISR_ENTER,idle
18956,ISR_EXIT,idle
18956,ISR_ENTER,idle
18957,ISR_EXIT,idle
18957,ISR_ENTER,idle
18958,ISR_EXIT,idle
18958,ISR_ENTER,idle
18959,ISR_EXIT,idle
