tick,event,task
5550,ISR_ENTER,idle
5551,ISR_EXIT,idle
5551,ISR_ENTER,idle
5552,ISR_EXIT,idle
5552,ISR_ENTER,idle
5553,ISR_EXIT,idle
5553,ISR_ENTER,idle
5554,ISR_EXIT,idle
5554,ISR_ENTER,idle
5555,ISR_EXIT,idle
5555,ISR_ENTER,idle
5556,ISR_EXIT,idle
5556,ISR_ENTER,idle
5557,ISR_EXIT,idle
5557,ISR_ENTER,idle
5558,ISR_EXIT,idle
5558,ISR_ENTER,idle
5559,ISR_EXIT,idle
5559,ISR_ENTER,idle
5560,ISR_EXIT,idle
5560,ISR_ENTER,idle
5561,ISR_EXIT,idle
5561,ISR_ENTER,idle
5562,ISR_EXIT,idle
5562,ISR_ENTER,idle
5563,ISR_EXIT,idle
5563,ISR_ENTER,idle
5564,ISR_EXIT,idle
5564,ISR_ENTER,idle
5565,THREAD_READY,task2
5565,SWITCH,task2
5565,ISR_EXIT,idle
5565,SEM_WAIT,task2
5565,SEM_WAIT,task2
5565,SEM_SIGNAL,task2
5565,SEM_SIGNAL,task2
5565,SEM_WAKE,task1
5565,THREAD_READY,task1
5565,SWITCH,task1
5565,SEM_WAIT,task1
5565,SEM_SIGNAL,task1
5565,SEM_SIGNAL,task1
5565,SWITCH,task2
5565,SWITCH,idle
5565,ISR_ENTER,idle
5566,ISR_EXIT,idle
5566,ISR_ENTER,idle
5567,ISR_EXIT,idle
5567,ISR_ENTER,idle
5568,ISR_EXIT,idle
5568,ISR_ENTER,idle
5569,ISR_EXIT,idle
5569,ISR_ENTER,idle
5570,ISR_EXIT,idle
5570,ISR_ENTER,idle
5571,ISR_EXIT,idle
5571,ISR_ENTER,idle
5572,ISR_EXIT,idle
5572,ISR_ENTER,idle
5573,ISR_EXIT,idle
5573,ISR_ENTER,idle
5574,ISR_EXIT,idle
5574,ISR_ENTER,idle
5575,ISR_EXIT,idle
5575,ISR_ENTER,idle
5576,ISR_EXIT,idle
5576,ISR_ENTER,idle
5577,ISR_EXIT,idle
5577,ISR_ENTER,idle
5578,ISR_EXIT,idle
5578,ISR_ENTER,idle
5579,ISR_EXIT,idle
5579,ISR_ENTER,idle
5580,THREAD_READY,task1
5580,SWITCH,task1
5580,ISR_EXIT,idle
5580,SEM_WAIT,task1
5580,SEM_BLOCK,task1
5580,SWITCH,idle
5580,ISR_ENTER,idle
5581,ISR_EXIT,idle
5581,ISR_ENTER,idle
5582,ISR_EXIT,idle
5582,ISR_ENTER,idle
5583,ISR_EXIT,idle
5583,ISR_ENTER,idle
5584,ISR_EXIT,idle
5584,ISR_ENTER,idle
5585,ISR_EXIT,idle
5585,ISR_ENTER,idle
5586,ISR_EXIT,idle
5586,ISR_ENTER,idle
5587,ISR_EXIT,idle
5587,ISR_ENTER,idle
5588,ISR_EXIT,idle
5588,ISR_ENTER,idle
5589,ISR_EXIT,idle
5589,ISR_ENTER,idle
5590,ISR_EXIT,idle
5590,ISR_ENTER,idle
5591,ISR_EXIT,idle
5591,ISR_ENTER,idle
5592,ISR_EXIT,idle
5592,ISR_ENTER,idle
5593,ISR_EXIT,idle
5593,ISR_ENTER,idle
5594,ISR_EXIT,idle
5594,ISR_ENTER,idle
5595,ISR_EXIT,idle
5595,ISR_ENTER,idle
5596,ISR_EXIT,idle
5596,ISR_ENTER,idle
5597,ISR_EXIT,idle
5597,ISR_ENTER,idle
5598,ISR_EXIT,idle
5598,ISR_ENTER,idle
5599,ISR_EXIT,idle
5599,ISR_ENTER,idle
5600,THREAD_READY,task2
5600,THREAD_READY,task3
5600,SWITCH,task2
5600,ISR_EXIT,idle
5600,SEM_WAIT,task2
5600,SEM_WAIT,task2
5600,SEM_SIGNAL,task2
5600,SEM_SIGNAL,task2
5600,SEM_WAKE,task1
5600,THREAD_READY,task1
5600,SWITCH,task1
5600,SEM_WAIT,task1
5600,SEM_SIGNAL,task1
5600,SEM_SIGNAL,task1
5600,SWITCH,task2
5600,SWITCH,task3
5600,SWITCH,idle
5600,ISR_ENTER,idle
5601,ISR_EXIT,idle
5601,ISR_ENTER,idle
5602,ISR_EXIT,idle
5602,ISR_ENTER,idle
5603,ISR_EXIT,idle
5603,ISR_ENTER,idle
5604,ISR_EXIT,idle
5604,ISR_ENTER,idle
5605,ISR_EXIT,idle
5605,ISR_ENTER,idle
5606,ISR_EXIT,idle
5606,ISR_ENTER,idle
5607,ISR_EXIT,idle
5607,ISR_ENTER,idle
5608,ISR_EXIT,idle
5608,ISR_ENTER,idle
5609,ISR_EXIT,idle
5609,ISR_ENTER,idle
5610,THREAD_READY,task1
5610,SWITCH,task1
5610,ISR_EXIT,idle
5610,SEM_WAIT,task1
5610,SEM_BLOCK,task1
5610,SWITCH,idle
5610,ISR_ENTER,idle
5611,ISR_EXIT,idle
5611,ISR_ENTER,idle
5612,ISR_EXIT,idle
5612,ISR_ENTER,idle
5613,ISR_EXIT,idle
5613,ISR_ENTER,idle
5614,ISR_EXIT,idle
5614,ISR_ENTER,idle
5615,ISR_EXIT,idle
5615,ISR_ENTER,idle
5616,ISR_EXIT,idle
5616,ISR_ENTER,idle
5617,ISR_EXIT,idle
5617,ISR_ENTER,idle
5618,ISR_EXIT,idle
5618,ISR_ENTER,idle
5619,ISR_EXIT,idle
5619,ISR_ENTER,idle
5620,ISR_EXIT,idle
5620,ISR_ENTER,idle
5621,ISR_EXIT,idle
5621,ISR_ENTER,idle
5622,ISR_EXIT,idle
5622,ISR_ENTER,idle
5623,ISR_EXIT,idle
5623,ISR_ENTER,idle
5624,ISR_EXIT,idle
5624,ISR_ENTER,idle
5625,ISR_EXIT,idle
5625,ISR_ENTER,idle
5626,ISR_EXIT,idle
5626,ISR_ENTER,idle
5627,ISR_EXIT,idle
5627,ISR_ENTER,idle
5628,ISR_EXIT,idle
5628,ISR_ENTER,idle
5629,ISR_EXIT,idle
5629,ISR_ENTER,idle
5630,ISR_EXIT,idle
5630,ISR_ENTER,idle
5631,ISR_EXIT,idle
5631,ISR_ENTER,idle
5632,ISR_EXIT,idle
5632,ISR_ENTER,idle
5633,ISR_EXIT,idle
5633,ISR_ENTER,idle
5634,ISR_EXIT,idle
5634,ISR_ENTER,idle
5635,THREAD_READY,task2
5635,SWITCH,task2
5635,ISR_EXIT,idle
5635,SEM_WAIT,task2
5635,SEM_WAIT,task2
5635,SEM_SIGNAL,task2
5635,SEM_SIGNAL,task2
5635,SEM_WAKE,task1
5635,THREAD_READY,task1
5635,SWITCH,task1
5635,SEM_WAIT,task1
5635,SEM_SIGNAL,task1
5635,SEM_SIGNAL,task1
5635,SWITCH,task2
5635,SWITCH,idle
5635,ISR_ENTER,idle
5636,ISR_EXIT,idle
5636,ISR_ENTER,idle
5637,ISR_EXIT,idle
5637,ISR_ENTER,idle
5638,ISR_EXIT,idle
5638,ISR_ENTER,idle
5639,ISR_EXIT,idle
5639,ISR_ENTER,idle
5640,THREAD_READY,task1
5640,SWITCH,task1
5640,ISR_EXIT,idle
5640,SEM_WAIT,task1
5640,SEM_BLOCK,task1
5640,SWITCH,idle
5640,ISR_ENTER,idle
5641,ISR_EXIT,idle
5641,ISR_ENTER,idle
5642,ISR_EXIT,idle
5642,ISR_ENTER,idle
5643,ISR_EXIT,idle
5643,ISR_ENTER,idle
5644,ISR_EXIT,idle
5644,ISR_ENTER,idle
5645,ISR_EXIT,idle
5645,ISR_ENTER,idle
5646,ISR_EXIT,idle
5646,ISR_ENTER,idle
5647,ISR_EXIT,idle
5647,ISR_ENTER,idle
5648,ISR_EXIT,idle
5648,ISR_ENTER,idle
5649,ISR_EXIT,idle
5649,ISR_ENTER,idle
5650,THREAD_READY,task3
5650,SWITCH,task3
5650,ISR_EXIT,idle
5650,SWITCH,idle
5650,ISR_ENTER,idle
5651,ISR_EXIT,idle
5651,ISR_ENTER,idle
5652,ISR_EXIT,idle
5652,ISR_ENTER,idle
5653,ISR_EXIT,idle
5653,ISR_ENTER,idle
5654,ISR_EXIT,idle
5654,ISR_ENTER,idle
5655,ISR_EXIT,idle
5655,ISR_ENTER,idle
5656,ISR_EXIT,idle
5656,ISR_ENTER,idle
5657,ISR_EXIT,idle
5657,ISR_ENTER,idle
5658,ISR_EXIT,idle
5658,ISR_ENTER,idle
5659,ISR_EXIT,idle
5659,ISR_ENTER,idle
5660,ISR_EXIT,idle
5660,ISR_ENTER,idle
5661,ISR_EXIT,idle
5661,ISR_ENTER,idle
5662,ISR_EXIT,idle
5662,ISR_ENTER,idle
5663,ISR_EXIT,idle
5663,ISR_ENTER,idle
5664,ISR_EXIT,idle
5664,ISR_ENTER,idle
5665,ISR_EXIT,idle
5665,ISR_ENTER,idle
5666,ISR_EXIT,idle
5666,ISR_ENTER,idle
5667,ISR_EXIT,idle
5667,ISR_ENTER,idle
5668,ISR_EXIT,idle
5668,ISR_ENTER,idle
5669,ISR_EXIT,idle
5669,ISR_ENTER,idle
5670,THREAD_READY,task1
5670,THREAD_READY,task2
5670,SWITCH,task2
5670,ISR_EXIT,idle
5670,SEM_WAIT,task2
5670,SEM_WAIT,task2
5670,SEM_SIGNAL,task2
5670,SEM_SIGNAL,task2
5670,SEM_WAKE,task1
5670,THREAD_READY,task1
5670,SWITCH,task1
5670,SEM_WAIT,task1
5670,SEM_SIGNAL,task1
5670,SEM_SIGNAL,task1
5670,SWITCH,task2
5670,SWITCH,idle
5670,ISR_ENTER,idle
5671,ISR_EXIT,idle
5671,ISR_ENTER,idle
5672,ISR_EXIT,idle
5672,ISR_ENTER,idle
5673,ISR_EXIT,idle
5673,ISR_ENTER,idle
5674,ISR_EXIT,idle
5674,ISR_ENTER,idle
5675,ISR_EXIT,idle
5675,ISR_ENTER,idle
5676,ISR_EXIT,idle
5676,ISR_ENTER,idle
5677,ISR_EXIT,idle
5677,ISR_ENTER,idle
5678,ISR_EXIT,idle
5678,ISR_ENTER,idle
5679,ISR_EXIT,idle
5679,ISR_ENTER,idle
5680,ISR_EXIT,idle
5680,ISR_ENTER,idle
5681,ISR_EXIT,idle
5681,ISR_ENTER,idle
5682,ISR_EXIT,idle
5682,ISR_ENTER,idle
5683,ISR_EXIT,idle
5683,ISR_ENTER,idle
5684,ISR_EXIT,idle
5684,ISR_ENTER,idle
5685,ISR_EXIT,idle
5685,ISR_ENTER,idle
5686,ISR_EXIT,idle
5686,ISR_ENTER,idle
5687,ISR_EXIT,idle
5687,ISR_ENTER,idle
5688,ISR_EXIT,idle
5688,ISR_ENTER,idle
5689,ISR_EXIT,idle
5689,ISR_ENTER,idle
5690,ISR_EXIT,idle
5690,ISR_ENTER,idle
5691,ISR_EXIT,idle
5691,ISR_ENTER,idle
5692,ISR_EXIT,idle
5692,ISR_ENTER,idle
5693,ISR_EXIT,idle
5693,ISR_ENTER,idle
5694,ISR_EXIT,idle
5694,ISR_ENTER,idle
5695,ISR_EXIT,idle
5695,ISR_ENTER,idle
5696,ISR_EXIT,idle
5696,ISR_ENTER,idle
5697,ISR_EXIT,idle
5697,ISR_ENTER,idle
5698,ISR_EXIT,idle
5698,ISR_ENTER,idle
5699,ISR_EXIT,idle
5699,ISR_ENTER,idle
5700,THREAD_READY,task1
5700,THREAD_READY,task3
5700,SWITCH,task1
5700,ISR_EXIT,idle
5700,SEM_WAIT,task1
5700,SEM_BLOCK,task1
5700,SWITCH,task3
5700,SWITCH,idle
5700,ISR_ENTER,idle
5701,ISR_EXIT,idle
5701,ISR_ENTER,idle
5702,ISR_EXIT,idle
5702,ISR_ENTER,idle
5703,ISR_EXIT,idle
5703,ISR_ENTER,idle
5704,ISR_EXIT,idle
5704,ISR_ENTER,idle
5705,THREAD_READY,task2
5705,SWITCH,task2
5705,ISR_EXIT,idle
5705,SEM_WAIT,task2
5705,SEM_WAIT,task2
5705,SEM_SIGNAL,task2
5705,SEM_SIGNAL,task2
5705,SEM_WAKE,task1
5705,THREAD_READY,task1
5705,SWITCH,task1
5705,SEM_WAIT,task1
5705,SEM_SIGNAL,task1
5705,SEM_SIGNAL,task1
5705,SWITCH,task2
5705,SWITCH,idle
5705,ISR_ENTER,idle
5706,ISR_EXIT,idle
5706,ISR_ENTER,idle
5707,ISR_EXIT,idle
5707,ISR_ENTER,idle
5708,ISR_EXIT,idle
5708,ISR_ENTER,idle
5709,ISR_EXIT,idle
5709,ISR_ENTER,idle
5710,ISR_EXIT,idle
5710,ISR_ENTER,idle
5711,ISR_EXIT,idle
5711,ISR_ENTER,idle
5712,ISR_EXIT,idle
5712,ISR_ENTER,idle
5713,ISR_EXIT,idle
5713,ISR_ENTER,idle
5714,ISR_EXIT,idle
5714,ISR_ENTER,idle
5715,ISR_EXIT,idle
5715,ISR_ENTER,idle
5716,ISR_EXIT,idle
5716,ISR_ENTER,idle
5717,ISR_EXIT,idle
5717,ISR_ENTER,idle
5718,ISR_EXIT,idle
5718,ISR_ENTER,idle
5719,ISR_EXIT,idle
5719,ISR_ENTER,idle
5720,ISR_EXIT,idle
5720,ISR_ENTER,idle
5721,ISR_EXIT,idle
5721,ISR_ENTER,idle
5722,ISR_EXIT,idle
5722,ISR_ENTER,idle
5723,ISR_EXIT,idle
5723,ISR_ENTER,idle
5724,ISR_EXIT,idle
5724,ISR_ENTER,idle
5725,ISR_EXIT,idle
5725,ISR_ENTER,idle
5726,ISR_EXIT,idle
5726,ISR_ENTER,idle
5727,ISR_EXIT,idle
5727,ISR_ENTER,idle
5728,ISR_EXIT,idle
5728,ISR_ENTER,idle
5729,ISR_EXIT,idle
5729,ISR_ENTER,idle
5730,THREAD_READY,task1
5730,SWITCH,task1
5730,ISR_EXIT,idle
5730,SEM_WAIT,task1
5730,SEM_BLOCK,task1
5730,SWITCH,idle
5730,ISR_ENTER,idle
5731,ISR_EXIT,idle
5731,ISR_ENTER,idle
5732,ISR_EXIT,idle
5732,ISR_ENTER,idle
5733,ISR_EXIT,idle
5733,ISR_ENTER,idle
5734,ISR_EXIT,idle
5734,ISR_ENTER,idle
5735,ISR_EXIT,idle
5735,ISR_ENTER,idle
5736,ISR_EXIT,idle
5736,ISR_ENTER,idle
5737,ISR_EXIT,idle
5737,ISR_ENTER,idle
5738,ISR_EXIT,idle
5738,ISR_ENTER,idle
5739,ISR_EXIT,idle
5739,ISR_ENTER,idle
5740,THREAD_READY,task2
5740,SWITCH,task2
5740,ISR_EXIT,idle
5740,SEM_WAIT,task2
5740,SEM_WAIT,task2
5740,SEM_SIGNAL,task2
5740,SEM_SIGNAL,task2
5740,SEM_WAKE,task1
5740,THREAD_READY,task1
5740,SWITCH,task1
5740,SEM_WAIT,task1
5740,SEM_SIGNAL,task1
5740,SEM_SIGNAL,task1
5740,SWITCH,task2
5740,SWITCH,idle
5740,ISR_ENTER,idle
5741,ISR_EXIT,idle
5741,ISR_ENTER,idle
5742,ISR_EXIT,idle
5742,ISR_ENTER,idle
5743,ISR_EXIT,idle
5743,ISR_ENTER,idle
5744,ISR_EXIT,idle
5744,ISR_ENTER,idle
5745,ISR_EXIT,idle
5745,ISR_ENTER,idle
5746,ISR_EXIT,idle
5746,ISR_ENTER,idle
5747,ISR_EXIT,idle
5747,ISR_ENTER,idle
5748,ISR_EXIT,idle
5748,ISR_ENTER,idle
5749,ISR_EXIT,idle
5749,ISR_ENTER,idle
5750,THREAD_READY,task3
5750,SWITCH,task3
5750,ISR_EXIT,idle
5750,SWITCH,idle
5750,ISR_ENTER,idle
5751,ISR_EXIT,idle
5751,ISR_ENTER,idle
5752,ISR_EXIT,idle
5752,ISR_ENTER,idle
5753,ISR_EXIT,idle
5753,ISR_ENTER,idle
5754,ISR_EXIT,idle
5754,ISR_ENTER,idle
5755,ISR_EXIT,idle
5755,ISR_ENTER,idle
5756,ISR_EXIT,idle
5756,ISR_ENTER,idle
5757,ISR_EXIT,idle
5757,ISR_ENTER,idle
5758,ISR_EXIT,idle
5758,ISR_ENTER,idle
5759,ISR_EXIT,idle
5759,ISR_ENTER,idle
5760,THREAD_READY,task1
5760,SWITCH,task1
5760,ISR_EXIT,idle
5760,SEM_WAIT,task1
5760,SEM_BLOCK,task1
5760,SWITCH,idle
5760,ISR_ENTER,idle
5761,ISR_EXIT,idle
5761,ISR_ENTER,idle
5762,ISR_EXIT,idle
5762,ISR_ENTER,idle
5763,ISR_EXIT,idle
5763,ISR_ENTER,idle
5764,ISR_EXIT,idle
5764,ISR_ENTER,idle
5765,ISR_EXIT,idle
5765,ISR_ENTER,idle
5766,ISR_EXIT,idle
5766,ISR_ENTER,idle
5767,ISR_EXIT,idle
5767,ISR_ENTER,idle
5768,ISR_EXIT,idle
5768,ISR_ENTER,idle
5769,ISR_EXIT,idle
5769,ISR_ENTER,idle
5770,ISR_EXIT,idle
5770,ISR_ENTER,idle
5771,ISR_EXIT,idle
5771,ISR_ENTER,idle
5772,ISR_EXIT,idle
5772,ISR_ENTER,idle
5773,ISR_EXIT,idle
5773,ISR_ENTER,idle
5774,ISR_EXIT,idle
5774,ISR_ENTER,idle
5775,THREAD_READY,task2
5775,SWITCH,task2
5775,ISR_EXIT,idle
5775,SEM_WAIT,task2
5775,SEM_WAIT,task2
5775,SEM_SIGNAL,task2
5775,SEM_SIGNAL,task2
5775,SEM_WAKE,task1
5775,THREAD_READY,task1
5775,SWITCH,task1
5775,SEM_WAIT,task1
5775,SEM_SIGNAL,task1
5775,SEM_SIGNAL,task1
5775,SWITCH,task2
5775,SWITCH,idle
5775,ISR_ENTER,idle
5776,ISR_EXIT,idle
5776,ISR_ENTER,idle
5777,ISR_EXIT,idle
5777,ISR_ENTER,idle
5778,ISR_EXIT,idle
5778,ISR_ENTER,idle
5779,ISR_EXIT,idle
5779,ISR_ENTER,idle
5780,ISR_EXIT,idle
5780,ISR_ENTER,idle
5781,ISR_EXIT,idle
5781,ISR_ENTER,idle
5782,ISR_EXIT,idle
5782,ISR_ENTER,idle
5783,ISR_EXIT,idle
5783,ISR_ENTER,idle
5784,ISR_EXIT,idle
5784,ISR_ENTER,idle
5785,ISR_EXIT,idle
5785,ISR_ENTER,idle
5786,ISR_EXIT,idle
5786,ISR_ENTER,idle
5787,ISR_EXIT,idle
5787,ISR_ENTER,idle
5788,ISR_EXIT,idle
5788,ISR_ENTER,idle
5789,ISR_EXIT,idle
5789,ISR_ENTER,idle
5790,THREAD_READY,task1
5790,SWITCH,task1
5790,ISR_EXIT,idle
5790,SEM_WAIT,task1
5790,SEM_BLOCK,task1
5790,SWITCH,idle
5790,ISR_ENTER,idle
5791,ISR_EXIT,idle
5791,ISR_ENTER,idle
5792,ISR_EXIT,idle
5792,ISR_ENTER,idle
5793,ISR_EXIT,idle
5793,ISR_ENTER,idle
5794,ISR_EXIT,idle
5794,ISR_ENTER,idle
5795,ISR_EXIT,idle
5795,ISR_ENTER,idle
5796,ISR_EXIT,idle
5796,ISR_ENTER,idle
5797,ISR_EXIT,idle
5797,ISR_ENTER,idle
5798,ISR_EXIT,idle
5798,ISR_ENTER,idle
5799,ISR_EXIT,idle
5799,ISR_ENTER,idle
5800,THREAD_READY,task3
5800,SWITCH,task3
5800,ISR_EXIT,idle
5800,SWITCH,idle
5800,ISR_ENTER,idle
5801,ISR_EXIT,idle
5801,ISR_ENTER,idle
5802,ISR_EXIT,idle
5802,ISR_ENTER,idle
5803,ISR_EXIT,idle
5803,ISR_ENTER,idle
5804,ISR_EXIT,idle
5804,ISR_ENTER,idle
5805,ISR_EXIT,idle
5805,ISR_ENTER,idle
5806,ISR_EXIT,idle
5806,ISR_ENTER,idle
5807,ISR_EXIT,idle
5807,ISR_ENTER,idle
5808,ISR_EXIT,idle
5808,ISR_ENTER,idle
5809,ISR_EXIT,idle
5809,ISR_ENTER,idle
5810,THREAD_READY,task2
5810,SWITCH,task2
5810,ISR_EXIT,idle
5810,SEM_WAIT,task2
5810,SEM_WAIT,task2
5810,SEM_SIGNAL,task2
5810,SEM_SIGNAL,task2
5810,SEM_WAKE,task1
5810,THREAD_READY,task1
5810,SWITCH,task1
5810,SEM_WAIT,task1
5810,SEM_SIGNAL,task1
5810,SEM_SIGNAL,task1
5810,SWITCH,task2
5810,SWITCH,idle
5810,ISR_ENTER,idle
5811,ISR_EXIT,idle
5811,ISR_ENTER,idle
5812,ISR_EXIT,idle
5812,ISR_ENTER,idle
5813,ISR_EXIT,idle
5813,ISR_ENTER,idle
5814,ISR_EXIT,idle
5814,ISR_ENTER,idle
5815,ISR_EXIT,idle
5815,ISR_ENTER,idle
5816,ISR_EXIT,idle
5816,ISR_ENTER,idle
5817,ISR_EXIT,idle
5817,ISR_ENTER,idle
5818,ISR_EXIT,idle
5818,ISR_ENTER,idle
5819,ISR_EXIT,idle
5819,ISR_ENTER,idle
5820,THREAD_READY,task1
5820,SWITCH,task1
5820,ISR_EXIT,idle
5820,SEM_WAIT,task1
5820,SEM_BLOCK,task1
5820,SWITCH,idle
5820,ISR_ENTER,idle
5821,ISR_EXIT,idle
5821,ISR_ENTER,idle
5822,ISR_EXIT,idle
5822,ISR_ENTER,idle
5823,ISR_EXIT,idle
5823,ISR_ENTER,idle
5824,ISR_EXIT,idle
5824,ISR_ENTER,idle
5825,ISR_EXIT,idle
5825,ISR_ENTER,idle
5826,ISR_EXIT,idle
5826,ISR_ENTER,idle
5827,ISR_EXIT,idle
5827,ISR_ENTER,idle
5828,ISR_EXIT,idle
5828,ISR_ENTER,idle
5829,ISR_EXIT,idle
5829,ISR_ENTER,idle
5830,ISR_EXIT,idle
5830,ISR_ENTER,idle
5831,ISR_EXIT,idle
5831,ISR_ENTER,idle
5832,ISR_EXIT,idle
5832,ISR_ENTER,idle
5833,ISR_EXIT,idle
5833,ISR_ENTER,idle
5834,ISR_EXIT,idle
5834,ISR_ENTER,idle
5835,ISR_EXIT,idle
5835,ISR_ENTER,idle
5836,ISR_EXIT,idle
5836,ISR_ENTER,idle
5837,ISR_EXIT,idle
5837,ISR_ENTER,idle
5838,ISR_EXIT,idle
5838,ISR_ENTER,idle
5839,ISR_EXIT,idle
5839,ISR_ENTER,idle
5840,ISR_EXIT,idle
5840,ISR_ENTER,idle
5841,ISR_EXIT,idle
5841,ISR_ENTER,idle
5842,ISR_EXIT,idle
5842,ISR_ENTER,idle
5843,ISR_EXIT,idle
5843,ISR_ENTER,idle
5844,ISR_EXIT,idle
5844,ISR_ENTER,idle
5845,THREAD_READY,task2
5845,SWITCH,task2
5845,ISR_EXIT,idle
5845,SEM_WAIT,task2
5845,SEM_WAIT,task2
5845,SEM_SIGNAL,task2
5845,SEM_SIGNAL,task2
5845,SEM_WAKE,task1
5845,THREAD_READY,task1
5845,SWITCH,task1
5845,SEM_WAIT,task1
5845,SEM_SIGNAL,task1
5845,SEM_SIGNAL,task1
5845,SWITCH,task2
5845,SWITCH,idle
5845,ISR_ENTER,idle
5846,ISR_EXIT,idle
5846,ISR_ENTER,idle
5847,ISR_EXIT,idle
5847,ISR_ENTER,idle
5848,ISR_EXIT,idle
5848,ISR_ENTER,idle
5849,ISR_EXIT,idle
5849,ISR_ENTER,idle
5850,THREAD_READY,task1
5850,THREAD_READY,task3
5850,SWITCH,task1
5850,ISR_EXIT,idle
5850,SEM_WAIT,task1
5850,SEM_BLOCK,task1
5850,SWITCH,task3
5850,SWITCH,idle
5850,ISR_ENTER,idle
5851,ISR_EXIT,idle
5851,ISR_ENTER,idle
5852,ISR_EXIT,idle
5852,ISR_ENTER,idle
5853,ISR_EXIT,idle
5853,ISR_ENTER,idle
5854,ISR_EXIT,idle
5854,ISR_ENTER,idle
5855,ISR_EXIT,idle
5855,ISR_ENTER,idle
5856,ISR_EXIT,idle
5856,ISR_ENTER,idle
5857,ISR_EXIT,idle
5857,ISR_ENTER,idle
5858,ISR_EXIT,idle
5858,ISR_ENTER,idle
5859,ISR_EXIT,idle
5859,ISR_ENTER,idle
5860,ISR_EXIT,idle
5860,ISR_ENTER,idle
5861,ISR_EXIT,idle
5861,ISR_ENTER,idle
5862,ISR_EXIT,idle
5862,ISR_ENTER,idle
5863,ISR_EXIT,idle
5863,ISR_ENTER,idle
5864,ISR_EXIT,idle
5864,ISR_ENTER,idle
5865,ISR_EXIT,idle
5865,ISR_ENTER,idle
5866,ISR_EXIT,idle
5866,ISR_ENTER,idle
5867,ISR_EXIT,idle
5867,ISR_ENTER,idle
5868,ISR_EXIT,idle
5868,ISR_ENTER,idle
5869,ISR_EXIT,idle
5869,ISR_ENTER,idle
5870,ISR_EXIT,idle
5870,ISR_ENTER,idle
5871,ISR_EXIT,idle
5871,ISR_ENTER,idle
5872,ISR_EXIT,idle
5872,ISR_ENTER,idle
5873,ISR_EXIT,idle
5873,ISR_ENTER,idle
5874,ISR_EXIT,idle
5874,ISR_ENTER,idle
5875,ISR_EXIT,idle
5875,ISR_ENTER,idle
5876,ISR_EXIT,idle
5876,ISR_ENTER,idle
5877,ISR_EXIT,idle
5877,ISR_ENTER,idle
5878,ISR_EXIT,idle
5878,ISR_ENTER,idle
5879,ISR_EXIT,idle
5879,ISR_ENTER,idle
5880,THREAD_READY,task1
5880,THREAD_READY,task2
5880,SWITCH,task2
5880,ISR_EXIT,idle
5880,SEM_WAIT,task2
5880,SEM_WAIT,task2
5880,SEM_SIGNAL,task2
5880,SEM_SIGNAL,task2
5880,SEM_WAKE,task1
5880,THREAD_READY,task1
5880,SWITCH,task1
5880,SEM_WAIT,task1
5880,SEM_SIGNAL,task1
5880,SEM_SIGNAL,task1
5880,SWITCH,task2
5880,SWITCH,idle
5880,ISR_ENTER,idle
5881,ISR_EXIT,idle
5881,ISR_ENTER,idle
5882,ISR_EXIT,idle
5882,ISR_ENTER,idle
5883,ISR_EXIT,idle
5883,ISR_ENTER,idle
5884,ISR_EXIT,idle
5884,ISR_ENTER,idle
5885,ISR_EXIT,idle
5885,ISR_ENTER,idle
5886,ISR_EXIT,idle
5886,ISR_ENTER,idle
5887,ISR_EXIT,idle
5887,ISR_ENTER,idle
5888,ISR_EXIT,idle
5888,ISR_ENTER,idle
5889,ISR_EXIT,idle
5889,ISR_ENTER,idle
5890,ISR_EXIT,idle
5890,ISR_ENTER,idle
5891,ISR_EXIT,idle
5891,ISR_ENTER,idle
5892,ISR_EXIT,idle
5892,ISR_ENTER,idle
5893,ISR_EXIT,idle
5893,ISR_ENTER,idle
5894,ISR_EXIT,idle
5894,ISR_ENTER,idle
5895,ISR_EXIT,idle
5895,ISR_ENTER,idle
5896,ISR_EXIT,idle
5896,ISR_ENTER,idle
5897,ISR_EXIT,idle
5897,ISR_ENTER,idle
5898,ISR_EXIT,idle
5898,ISR_ENTER,idle
5899,ISR_EXIT,idle
5899,ISR_ENTER,idle
5900,THREAD_READY,task3
5900,SWITCH,task3
5900,ISR_EXIT,idle
5900,SWITCH,idle
5900,ISR_ENTER,idle
5901,ISR_EXIT,idle
5901,ISR_ENTER,idle
5902,ISR_EXIT,idle
5902,ISR_ENTER,idle
5903,ISR_EXIT,idle
5903,ISR_ENTER,idle
5904,ISR_EXIT,idle
5904,ISR_ENTER,idle
5905,ISR_EXIT,idle
5905,ISR_ENTER,idle
5906,ISR_EXIT,idle
5906,ISR_ENTER,idle
5907,ISR_EXIT,idle
5907,ISR_ENTER,idle
5908,ISR_EXIT,idle
5908,ISR_ENTER,idle
5909,ISR_EXIT,idle
5909,ISR_ENTER,idle
5910,THREAD_READY,task1
5910,SWITCH,task1
5910,ISR_EXIT,idle
5910,SEM_WAIT,task1
5910,SEM_BLOCK,task1
5910,SWITCH,idle
5910,ISR_ENTER,idle
5911,ISR_EXIT,idle
5911,ISR_ENTER,idle
5912,ISR_EXIT,idle
5912,ISR_ENTER,idle
5913,ISR_EXIT,idle
5913,ISR_ENTER,idle
5914,ISR_EXIT,idle
5914,ISR_ENTER,idle
5915,THREAD_READY,task2
5915,SWITCH,task2
5915,ISR_EXIT,idle
5915,SEM_WAIT,task2
